date,lat,lon,scientific_name,common_name,iconic_taxon_name,taxon_id,river
2020/6/8 00:00,24.6613307,121.4094835,Acrididae,蝗科,Insecta,47649,SanGuang
2020/6/8 00:00,24.6613307,121.4094835,Ricaniinae,廣翅蠟蟬亞科,Insecta,1163853,SanGuang
2020/6/8 00:00,24.6613307,121.4094835,Phanera championii,菊花木,Plantae,1157045,SanGuang
2020/6/8 00:00,24.66075674,121.4095986,Myrma,刺蟻亞屬,Insecta,984962,SanGuang
2020/6/8 00:00,24.66075674,121.4095986,Pteris wallichiana,瓦氏鳳尾蕨,Plantae,565431,SanGuang
2020/6/8 00:00,24.66075674,121.4095986,Orgyia, ,Insecta,49031,SanGuang
2020/6/8 00:00,24.6602917,121.4095233,Henosepilachna vigintioctopunctata,茄二十八星瓢蟲,Insecta,354799,SanGuang
2020/6/8 00:00,24.6602917,121.4095233,Languriini,擬叩頭蟲族,Insecta,464020,SanGuang
2020/6/8 00:00,24.6602917,121.4095233,Phalangioidea,長踦盲蛛總科,Arachnida,61350,SanGuang
2020/6/8 00:00,24.6602917,121.4095233,Merus flavosignatus,黃條象鼻蟲,Insecta,905935,SanGuang
2020/6/8 00:00,24.76350343,121.5955436,Ictinaetus malaiensis,林鵰,Aves,367472,CuKeng
2020/6/8 00:00,24.65960092,121.4092157,Nephrolepis cordifolia,腎蕨,Plantae,48233,SanGuang
2020/6/8 00:00,24.65943161,121.4090415,Sclomina erinacea,齒緣刺獵蝽,Insecta,711231,SanGuang
2020/6/8 00:00,24.65884974,121.4085435,Ricania,廣翅蠟蟬屬,Insecta,204646,SanGuang
2020/6/8 00:00,24.65884974,121.4085435,Pomponia yayeyamana,臺灣騷蟬,Insecta,920975,SanGuang
2020/6/8 00:00,24.65884974,121.4085435,Hemiboea bicornuta,角桐草,Plantae,568970,SanGuang
2020/6/8 00:00,24.65485282,121.4066485,Reynoutria multiflora,臺灣何首烏,Plantae,914501,SanGuang
2020/6/8 00:00,24.65485282,121.4066485,Phytolacca americana,垂子商陸,Plantae,48599,SanGuang
2020/3/15 00:00,24.46263725,121.3621164,Huperzia serrata longipetiolata,長柄千層塔,Plantae,707003,FuBuEr
2020/6/20 00:00,24.63798,121.43472,Gryllacrididae,蟋螽科,Insecta,68859,SanGuang
2020/6/21 00:00,24.52513445,121.5154576,Erythrogenys erythrocnemis,大彎嘴,Aves,1289438,TuChang
2020/6/21 00:00,24.52444,121.51804,Pterorhinus poecilorhynchus,棕噪眉,Aves,1289389,TuChang
2020/6/21 00:00,24.6290745,121.376732,Diplopterygium laevissimum,鱗芽裏白,Plantae,555312,SanGuang
2020/6/21 00:00,24.52448,121.51807,Biston perclara,淡黃突峰尺蛾,Insecta,700779,TuChang
2020/6/17 00:00,24.4809046,121.3422065,Photinia niitakayamensis,玉山假沙梨,Plantae,578647,FuBuEr
2020/6/17 00:00,24.46024301,121.370446,Pinus armandi mastersiana,臺灣華山松,Plantae,765786,FuBuEr
2020/6/17 00:00,24.4807624,121.3422623,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.4807606,121.3422616,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.48066033,121.3422418,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.48057397,121.3421502,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.47981125,121.3416603,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.47968489,121.3415986,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.47964965,121.3415799,Ellisiophyllum pinnatum,海螺菊,Plantae,602157,FuBuEr
2020/6/17 00:00,24.47964633,121.341583,Oxalis griffithii,山酢漿草,Plantae,485923,FuBuEr
2020/6/17 00:00,24.47964365,121.3415827,Apiales,傘形目,Plantae,48700,FuBuEr
2020/6/17 00:00,24.47964098,121.3415825,Cystopteris moupinensis,寬葉冷蕨,Plantae,773720,FuBuEr
2020/6/17 00:00,24.47963697,121.3415821,Cerastium subpilosum,亞毛無心菜,Plantae,736425,FuBuEr
2020/6/17 00:00,24.47962495,121.341581,Cystopteris moupinensis,寬葉冷蕨,Plantae,773720,FuBuEr
2020/6/17 00:00,24.47962227,121.3415808,Ellisiophyllum pinnatum,海螺菊,Plantae,602157,FuBuEr
2020/6/17 00:00,24.47958456,121.3415814,Yushania niitakayamensis,玉山箭竹,Plantae,516719,FuBuEr
2020/6/17 00:00,24.47958224,121.3415822,Polystichum stenophyllum,芽胞耳蕨,Plantae,707139,FuBuEr
2020/6/17 00:00,24.47956891,121.3415866,Magnoliopsida,木蘭綱,Plantae,47124,FuBuEr
2020/6/17 00:00,24.4795074,121.3415863,Dicranaceae,曲尾蘚科,Plantae,67879,FuBuEr
2020/6/17 00:00,24.47950674,121.3415856,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.47950442,121.341583,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.47950342,121.341582,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.4795021,121.3415805,Rhododendron pseudochrysanthum,玉山杜鵑,Plantae,524497,FuBuEr
2020/6/17 00:00,24.4794488,121.341493,Lepisorus,瓦葦屬,Plantae,142583,FuBuEr
2020/6/17 00:00,24.4794271,121.3415372,Chamaecyparis,扁柏屬,Plantae,69757,FuBuEr
2020/6/17 00:00,24.4794819,121.3414316,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.4793816,121.3414744,Theaceae,山茶科,Plantae,71645,FuBuEr
2020/6/17 00:00,24.4793704,121.3414702,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.47937535,121.3414686,Chamaecyparis,扁柏屬,Plantae,69757,FuBuEr
2020/6/17 00:00,24.47942312,121.3414898,Rhododendron rubropilosum,紅毛杜鵑,Plantae,713172,FuBuEr
2020/6/17 00:00,24.47942276,121.3414894,Magnoliopsida,木蘭綱,Plantae,47124,FuBuEr
2020/6/17 00:00,24.47942159,121.3414881,Rhododendron pseudochrysanthum,玉山杜鵑,Plantae,524497,FuBuEr
2020/6/17 00:00,24.47941867,121.3414847,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.47941785,121.3414837,Rhododendron pseudochrysanthum,玉山杜鵑,Plantae,524497,FuBuEr
2020/6/17 00:00,24.47941727,121.341483,Rhododendron pseudochrysanthum,玉山杜鵑,Plantae,524497,FuBuEr
2020/6/17 00:00,24.47935329,121.3414414,Rhododendron rubropilosum,紅毛杜鵑,Plantae,713172,FuBuEr
2020/6/17 00:00,24.47935278,121.3414404,Ericaceae,杜鵑花科,Plantae,133387,FuBuEr
2020/6/17 00:00,24.4793417,121.3414374,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.47931327,121.3414544,Rhododendron pseudochrysanthum,玉山杜鵑,Plantae,524497,FuBuEr
2020/6/17 00:00,24.4792179,121.3414836,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.47912234,121.3415502,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.47911831,121.3415597,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.47911791,121.3415607,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.47911736,121.341562,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.4784376,121.3415495,Hydrangea integrifolia,大枝掛繡球,Plantae,569802,FuBuEr
2020/6/17 00:00,24.4784314,121.3415697,Heptapleurum taiwanianum,高山鴨腳木,Plantae,1441869,FuBuEr
2020/6/17 00:00,24.47842871,121.3415706,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.4782546,121.34157,Pieris japonica taiwanensis,台灣馬醉木,Plantae,578151,FuBuEr
2020/6/17 00:00,24.4782542,121.3415684,Rhododendron pseudochrysanthum,玉山杜鵑,Plantae,524497,FuBuEr
2020/6/17 00:00,24.47724127,121.3413841,Vaccinium emarginatum,凹葉越橘,Plantae,597414,FuBuEr
2020/6/17 00:00,24.4772382,121.3413811,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.4772371,121.34138,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.47707198,121.341235,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.47706884,121.3412325,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.4775264,121.34149,Ericaceae,杜鵑花科,Plantae,133387,FuBuEr
2020/6/17 00:00,24.4777296,121.3415534,Fungi,真菌,Fungi,47170,FuBuEr
2020/6/17 00:00,24.47806232,121.3416543,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.47809617,121.3416654,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.47810074,121.3416646,Theaceae,山茶科,Plantae,71645,FuBuEr
2020/6/17 00:00,24.47816515,121.3416133,Ribes formosanum,臺灣茶藨子,Plantae,736897,FuBuEr
2020/6/17 00:00,24.47817165,121.3416111,Prinsepia scandens,假皂莢,Plantae,704061,FuBuEr
2020/6/17 00:00,24.47941523,121.341379,Fungi,真菌,Fungi,47170,FuBuEr
2020/6/17 00:00,24.4794336,121.3414318,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.48049808,121.341527,Berberis kawakamii,臺灣小檗,Plantae,711498,FuBuEr
2020/6/17 00:00,24.4829097,121.3435612,Mammalia,哺乳類,Mammalia,40151,FuBuEr
2020/6/17 00:00,24.48287024,121.3435985,Yushania niitakayamensis,玉山箭竹,Plantae,516719,FuBuEr
2020/6/17 00:00,24.48237029,121.3444694,Fungi,真菌,Fungi,47170,FuBuEr
2020/6/17 00:00,24.48232382,121.3442527,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.48224381,121.3431244,Rosaceae,薔薇科,Plantae,47148,FuBuEr
2020/6/17 00:00,24.48033803,121.3415902,Sedum,景天屬,Plantae,55735,FuBuEr
2020/6/17 00:00,24.48033351,121.3415875,Agaricomycetes,傘菌綱,Fungi,50814,FuBuEr
2020/6/17 00:00,24.4802757,121.3415881,Yushania niitakayamensis,玉山箭竹,Plantae,516719,FuBuEr
2020/6/17 00:00,24.48024844,121.3415809,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.48019664,121.3415799,Ribes formosanum,臺灣茶藨子,Plantae,736897,FuBuEr
2020/6/17 00:00,24.48019986,121.3415865,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.4801953,121.3415961,Sedum,景天屬,Plantae,55735,FuBuEr
2020/6/17 00:00,24.47928142,121.3414829,Mammalia,哺乳類,Mammalia,40151,FuBuEr
2020/6/17 00:00,24.47933386,121.3413964,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.47933689,121.3414022,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.47934366,121.3414101,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.47935883,121.3414281,Ericaceae,杜鵑花科,Plantae,133387,FuBuEr
2020/6/17 00:00,24.47936163,121.341432,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.47936165,121.3414355,Dicranaceae,曲尾蘚科,Plantae,67879,FuBuEr
2020/6/17 00:00,24.47926,121.341456,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.4785563,121.3415365,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.47854936,121.3415603,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.47854225,121.3415648,Yushania niitakayamensis,玉山箭竹,Plantae,516719,FuBuEr
2020/6/17 00:00,24.47853844,121.341565,Rhododendron pseudochrysanthum,玉山杜鵑,Plantae,524497,FuBuEr
2020/6/17 00:00,24.47821483,121.3415614,Hydrangea integrifolia,大枝掛繡球,Plantae,569802,FuBuEr
2020/6/17 00:00,24.47821238,121.3415585,Yushania niitakayamensis,玉山箭竹,Plantae,516719,FuBuEr
2020/6/17 00:00,24.47783329,121.3416032,Tsuga chinensis formosana,臺灣鐵杉,Plantae,563452,FuBuEr
2020/6/17 00:00,24.47764622,121.3416172,Vaccinium emarginatum,凹葉越橘,Plantae,597414,FuBuEr
2020/6/23 00:00,24.8837765,121.5453852,Anareolatae,脛緣下目,Insecta,569716,NanShi
2020/6/23 00:00,24.88286338,121.5371011,Heterostemma brownii,布朗藤,Plantae,701807,NanShi
2020/6/23 00:00,24.88287283,121.5371233,Harmonia dimidiata,紅肩瓢蟲,Insecta,320355,NanShi
2020/6/23 00:00,24.8837765,121.5453852,Ricanoides pipera,黑星廣翅蠟蟬,Insecta,1435517,NanShi
2020/6/23 00:00,24.88192259,121.5360826,Ensifera,螽蟴亞目,Insecta,132694,NanShi
2020/6/23 00:00,24.88197779,121.5355943,Symbrenthia,盛蛺蝶屬,Insecta,124576,NanShi
2020/6/23 00:00,24.8837765,121.5453852,Cyclosa ginnaga,長腹艾蛛 (銀塵蛛),Arachnida,360502,NanShi
2020/6/23 00:00,24.8837765,121.5453852,Limacodidae,刺蛾科,Insecta,84165,NanShi
2020/6/23 00:00,24.80310509,121.5059297,Milionia zonea,橙帶藍尺蛾,Insecta,497627,NanShi
2020/6/21 00:00,24.46294722,121.3936194,Albizia julibrissin,合歡,Plantae,47443,FuBuEr
2020/6/24 00:00,24.86699501,121.5497803,Somena scintillans,緣黃毒蛾,Insecta,701723,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Luma sericea,絲光水螟,Insecta,496883,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Orphanostigma angustale, ,Insecta,335204,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Comostola laesaria,小四圈青尺蛾,Insecta,194494,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Cinclus pallasii,河烏,Aves,7642,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Enispa vinacea,後律波燕裳蛾,Insecta,1062374,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Eugoa cernyi,瑟尼良苔蛾,Insecta,550556,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Sphrageidus virguncula,黑櫛白毒蛾,Insecta,853022,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Chrysodeixis minutus,小銀灰夜蛾,Insecta,714754,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Phalera,掌舟蛾屬,Insecta,55362,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Eupithecia,球果尺蛾屬,Insecta,123096,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Abrimoides esakii, ,Insecta,1194938,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Timelaea albescens,豹紋蝶,Insecta,710250,NanShi
2020/6/24 00:00,24.86637203,121.5497803,Hypena assimilis, ,Insecta,734419,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Acolutha pictaria imbecilla,前褐帶黃波尺蛾,Insecta,712560,NanShi
2020/6/24 00:00,24.86637203,121.5497803,Chiasmia intermediaria,四黑斑帶尾尺蛾,Insecta,714780,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Ecliptopera rectilinea kanshinensis, ,Insecta,733818,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Maxates acutigoniata,盧山尖尾尺蛾,Insecta,735830,NanShi
2019/6/29 00:00,24.84119384,121.5411653,Tonga westwoodi,脊唇蠟蟬,Insecta,738891,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Manoba tristicta, ,Insecta,496565,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Nola lucidalis,明亮瘤蛾,Insecta,204667,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Statherotmantis pictana, ,Insecta,913728,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Cyclodes omma,眸夜蛾,Insecta,465828,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Sclomina erinacea,齒緣刺獵蝽,Insecta,711231,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Carabidae,步甲科,Insecta,49567,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Bibasis jaina formosana,鸞褐弄蝶,Insecta,416483,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Anomala,銅金龜屬,Insecta,92957,NanShi
2020/2/1 00:00,24.86337487,121.5560074,Fatsia polycarpa,臺灣八角金盤,Plantae,192378,NanShi
2020/6/24 00:00,24.75833321,121.6227798,Bayadera brevicauda,短尾幽蟌,Insecta,358440,CuKeng
2020/6/24 00:00,24.86699501,121.5497803,Celastrina lavendularis himilcon,埔里琉璃小灰蝶,Insecta,358726,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Tetraphala collaris,大擬叩頭蟲,Insecta,712088,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Anoplophora macularia,馬庫白星天牛,Insecta,714145,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Neptis taiwana,埔里三線蝶,Insecta,736102,NanShi
2018/6/17 00:00,24.75668987,121.5929083,Nephrolepis cordifolia,腎蕨,Plantae,48233,CuKeng
2018/6/17 00:00,24.756375,121.5938333,Eocanthecona,厲蝽屬,Insecta,546174,CuKeng
2018/6/17 00:00,24.75642222,121.5938194,Ducetia japonica,褐背露蟴,Insecta,499194,CuKeng
2018/6/17 00:00,24.75643056,121.5937722,Ardisia virens,黑星紫金牛,Plantae,473707,CuKeng
2018/6/17 00:00,24.75645,121.5937889,Rubus rosifolius,刺莓,Plantae,83524,CuKeng
2018/6/17 00:00,24.75643056,121.5937722,Nacaduba kurava therasia,埔里波紋小灰蝶,Insecta,736056,CuKeng
2018/6/17 00:00,24.75673611,121.5938111,Argiope aetheroides,中形金蛛 (類高居金蛛),Arachnida,349001,CuKeng
2018/6/17 00:00,24.75646667,121.5937111,Lycosidae,狼蛛科,Arachnida,47416,CuKeng
2018/6/17 00:00,24.75641944,121.5937361,Pyralidae,螟蛾科,Insecta,49683,CuKeng
2018/6/17 00:00,24.76027232,121.599166,Oxytate,綠蟹蛛屬,Arachnida,343827,CuKeng
2018/6/17 00:00,24.76027232,121.599166,Amata,環鹿子蛾屬,Insecta,57490,CuKeng
2018/6/17 00:00,24.76027232,121.599166,Okiscarta, ,Insecta,567009,CuKeng
2020/6/24 00:00,24.86699501,121.5497803,Ropalidia taiwana,臺灣鈴腹胡蜂,Insecta,782554,NanShi
2018/6/17 00:00,24.76027232,121.599166,Elymnias hypermnestra,翠袖鋸眼蝶,Insecta,51784,CuKeng
2018/6/17 00:00,24.76027232,121.599166,Aeschrocoris ceylonicus,枝椿象,Insecta,892487,CuKeng
2018/6/17 00:00,24.76027232,121.599166,Lymantria xylina,黑角舞蛾,Insecta,630870,CuKeng
2018/6/17 00:00,24.76027232,121.599166,Dolomedes sulfureus,黃褐狡蛛,Arachnida,360274,CuKeng
2018/6/17 00:00,24.76027232,121.599166,Euphaea formosa,短腹幽蟌,Insecta,100734,CuKeng
2018/6/17 00:00,24.76027232,121.599166,Limenitidinae,線蛺蝶亞科,Insecta,134171,CuKeng
2020/6/24 00:00,24.86699501,121.5497803,Gobrya,歌細翅蠅屬,Insecta,827186,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Phaneroptera nigro-antennata,黑角露螽,Insecta,358237,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Lepturini, ,Insecta,373727,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Graphium doson postianus,青斑鳳蝶,Insecta,712456,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Metriorrhynchinae, ,Insecta,373350,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Trichoptera,毛翅目 (石蛾),Insecta,62164,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Pareclipsis umbrata,黑斑淡黃尺蛾,Insecta,713036,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Collix stellata,緣白星波尺蛾,Insecta,734016,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Scopula proximaria, ,Insecta,1040356,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Beara tortriciformis,擬捲豆瘤蛾,Insecta,714931,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Euproctis,黃毒蛾屬,Insecta,203832,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Pyralidae,螟蛾科,Insecta,49683,NanShi
2020/6/25 00:00,24.67590806,121.3997207,Leptobelus sauteri,紹德錨角蟬,Insecta,354083,SanGuang
2020/6/21 00:00,24.8452069,121.5539179,Tulbaghia violacea,紫嬌花,Plantae,179304,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Trichogyia limacodiformis, ,Insecta,1345881,NanShi
2020/6/24 00:00,24.86637203,121.5497803,Eugoa brunnea,暗良苔蛾,Insecta,319699,NanShi
2020/6/25 00:00,24.67395214,121.4003677,Plantae,植物,Plantae,47126,SanGuang
2020/6/24 00:00,24.86637203,121.5497803,Hemiscopis sanguinea,齒螟蛾,Insecta,475326,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Pyraloidea,螟蛾總科,Insecta,49682,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Autoba tristalis,粒裳蛾,Insecta,1156070,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Mosopia punctilinea,黑斑毛鬚裳蛾,Insecta,887431,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Lepidoptera,鱗翅目,Insecta,47157,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Crambidae,草螟科,Insecta,52002,NanShi
2020/6/24 00:00,24.75833321,121.6227798,Euphaea formosa,短腹幽蟌,Insecta,100734,CuKeng
2020/6/26 00:00,24.83406333,121.52603,Begonia formosana,水鴨腳秋海棠,Plantae,569622,NanShi
2020/6/26 00:00,24.833649,121.5256368,Myrtoideae,桃金娘亞科,Plantae,468848,NanShi
2020/6/26 00:00,24.8335693,121.5255678,Diplazium dilatatum,廣葉鋸齒雙蓋蕨,Plantae,472402,NanShi
2020/6/26 00:00,24.83325874,121.5253713,Colocasia esculenta,芋,Plantae,122835,NanShi
2020/6/26 00:00,24.83259314,121.5255703,Leucauge,銀腹蛛屬,Arachnida,53466,NanShi
2020/6/26 00:00,24.8301419,121.5273752,Alocasia odora,海芋,Plantae,362126,NanShi
2020/6/26 00:00,24.6739521,121.4003677,Papilio bianor,碧鳳蝶,Insecta,68352,SanGuang
2020/6/26 00:00,24.82894955,121.5261408,Arctiinae,燈蛾亞科,Insecta,47606,NanShi
2020/6/26 00:00,24.827325,121.5258333,Gyrostoma, ,Insecta,789376,NanShi
2020/6/26 00:00,24.65824586,121.4084502,Plantae,植物,Plantae,47126,SanGuang
2020/6/26 00:00,24.60585813,121.646133,Phasmatidae,竹節蟲科,Insecta,49059,QingShui
2020/6/26 00:00,24.66059689,121.4095304,Phygasia chengi,鄭氏瘤額葉蚤,Insecta,855729,SanGuang
2020/6/26 00:00,24.6604148,121.4095213,Scarabaeidae,金龜子科,Insecta,48201,SanGuang
2020/6/26 00:00,24.66085495,121.409327,Plagiosterna formosana,赤楊金花蟲,Insecta,885996,SanGuang
2020/6/26 00:00,24.65855115,121.4083451,Cazira frivaldskyi, ,Insecta,1319517,SanGuang
2020/5/3 00:00,24.83782,121.5265417,Urocissa caerulea,台灣藍鵲,Aves,8415,NanShi
2019/9/14 00:00,24.75626167,121.596205,Macaca cyclopis,臺灣獼猴,Mammalia,43450,CuKeng
2020/6/26 00:00,24.61581167,121.5236583,Gomphrena celosioides,假千日紅 (野千日紅 / 銀花莧),Plantae,569876,FanFan
2020/6/26 00:00,24.6798196,121.383974,Asota heliconia,圓端擬燈蛾,Insecta,202248,SanGuang
2020/6/26 00:00,24.67968217,121.3838536,Trichoptera,毛翅目 (石蛾),Insecta,62164,SanGuang
2020/6/21 00:00,24.463954,121.391302,Dysphania ambrosioides,臭杏,Plantae,76746,FuBuEr
2020/6/21 00:00,24.465143,121.388403,Equisetum ramosissimum ramosissimum,木賊,Plantae,504303,FuBuEr
2020/6/21 00:00,24.465357,121.388177,Eriocapitella vitifolia,小白頭翁,Plantae,883675,FuBuEr
2020/6/21 00:00,24.46526597,121.386538,Albizia julibrissin,合歡,Plantae,47443,FuBuEr
2020/6/21 00:00,24.463028,121.378447,Albizia julibrissin,合歡,Plantae,47443,FuBuEr
2020/6/21 00:00,24.462146,121.37596,Albizia julibrissin,合歡,Plantae,47443,FuBuEr
2020/6/21 00:00,24.46156397,121.375574,Buddleja asiatica,白背楓,Plantae,159585,FuBuEr
2020/6/21 00:00,24.46156997,121.375573,Coriaria intermedia,臺灣馬桑,Plantae,510241,FuBuEr
2020/6/20 00:00,24.84757043,121.5512398,Sapindus mukorossi,無患子,Plantae,475356,NanShi
2020/6/24 00:00,24.86699501,121.5497803,Ephydridae,水蠅科,Insecta,84670,NanShi
2020/6/27 00:00,24.65332023,121.4713767,Myophonus insularis,台灣紫嘯鶇,Aves,73078,FanFan
2020/6/26 00:00,24.67977779,121.3839644,Leptobelus sauteri,紹德錨角蟬,Insecta,354083,SanGuang
2020/6/25 00:00,24.80057006,121.5035407,Leptura auratopilosa,金毛花天牛,Insecta,1318272,NanShi
2020/6/27 00:00,24.61204667,121.6361833,Anomala,銅金龜屬,Insecta,92957,QingShui
2020/6/26 00:00,24.64876991,121.4282506,Falcicornis tenuecostatus mochizukii,望月鍬形蟲,Insecta,935460,SanGuang
2020/6/24 00:00,24.64775493,121.4119333,Calamaria pavimentata,鐵線蛇,Reptilia,27433,SanGuang
2020/6/24 00:00,24.64612,121.4429167,Pareas atayal,泰雅鈍頭蛇,Reptilia,517749,SanGuang
2020/6/24 00:00,24.65108667,121.426095,Trimeresurus stejnegeri,赤尾青竹絲,Reptilia,30953,SanGuang
2020/6/24 00:00,24.64968,121.4241783,Anareolatae,脛緣下目,Insecta,569716,SanGuang
2020/6/24 00:00,24.64482167,121.4356167,Scolopendra,蜈蚣屬,Animalia,53765,SanGuang
2020/6/24 00:00,24.64389167,121.4196467,Trimeresurus stejnegeri,赤尾青竹絲,Reptilia,30953,SanGuang
2020/6/24 00:00,24.6683,121.3885633,Odorrana swinhoana,斯文豪氏赤蛙,Amphibia,66264,SanGuang
2020/6/27 00:00,24.84119384,121.5411653,Portia labiata,唇鬚孔蛛,Arachnida,372259,NanShi
2020/5/29 00:00,24.6437228,121.4779418,Agaricineae,傘菌亞目,Fungi,785517,FanFan
2020/6/26 00:00,24.88997205,121.5589628,Scleria terrestris,陸生珍珠茅,Plantae,426638,NanShi
2020/6/26 00:00,24.89003223,121.5590808,Achyranthes longifolia,柳葉牛膝,Plantae,708904,NanShi
2020/6/26 00:00,24.89001029,121.5590993,Lobelia zeylanica,圓葉山梗菜,Plantae,427088,NanShi
