date,lat,lon,scientific_name,common_name,iconic_taxon_name,taxon_id,river
2022/1/15 00:00,24.83917222,121.53155,Antrophyum formosanum,臺灣車前蕨,Plantae,707216,NanShi
2021/3/9 00:00,24.83981,121.5591267,Paraprenanthes sororia,山苦藚,Plantae,577992,NanShi
2019/11/29 00:00,24.77744389,121.5040256,Blumea lanceolaria,走馬胎,Plantae,709056,NanShi
2022/1/15 00:00,24.83885556,121.5321861,Carex baccans,紅果薹,Plantae,435950,NanShi
2022/1/15 00:00,24.83964167,121.530825,Miscanthus sinensis,芒 (茅丁),Plantae,165474,NanShi
2022/2/4 00:00,24.61621333,121.5235583,Hydrangea chinensis,華八仙(華南分布),Plantae,905567,FanFan
2022/2/5 00:00,24.64430333,121.6118617,Anatidae,鴨科,Aves,6912,QingShui
2020/10/15 00:00,24.82805556,121.5258333,Symphyotrichum subulatum,鑽形紫菀,Plantae,64208,NanShi
2022/2/6 00:00,24.64318056,121.5985333,Passiflora edulis,雞蛋果,Plantae,51446,QingShui
2022/2/6 00:00,24.64330833,121.5981972,Juniperus chinensis,檜柏,Plantae,135925,QingShui
2022/2/6 00:00,24.63289722,121.6042389,Physcomitrium,立碗蘚屬,Plantae,154196,QingShui
2022/2/6 00:00,24.63289722,121.6042389,Tetrapanax papyrifer,通脫木,Plantae,372170,QingShui
2022/2/6 00:00,24.63289722,121.6042389,Equisetum ramosissimum,分枝木賊,Plantae,162372,QingShui
2022/2/6 00:00,24.63289722,121.6042389,Dicrurus aeneus,小卷尾,Aves,8265,QingShui
2016/6/6 00:00,24.64551111,121.4192056,Baccha maculata,纖細巴蚜蠅,Insecta,417291,SanGuang
2022/2/6 00:00,24.631525,121.5997083,Trametes cubensis,古巴栓孔菌,Fungi,352539,QingShui
2022/2/6 00:00,24.63289722,121.6042389,Dicranopteris,芒萁屬,Plantae,52494,QingShui
2022/2/6 00:00,24.613075,121.5254417,Bufo bankorensis,盤古蟾蜍,Amphibia,21614,FanFan
2022/2/6 00:00,24.61703611,121.5223833,Buergeria choui,周氏樹蛙(北臺灣南琉球分布),Amphibia,1125828,FanFan
2022/2/6 00:00,24.52288333,121.5211333,Buergeria otai,太田樹蛙,Amphibia,710315,TianGou
2022/2/6 00:00,24.612925,121.5261167,Blaberoidea,匍蠊總科,Insecta,81770,FanFan
2022/2/6 00:00,24.63289722,121.6042389,Entada rheedei,厚殼鴨腱藤,Plantae,584501,QingShui
2022/2/6 00:00,24.63510864,121.6032669,Selenicereus undatus,三角柱 火龍果 (霸王花),Plantae,1038928,QingShui
2022/2/7 00:00,24.54640624,121.5086161,Marsilea,蘋屬,Plantae,60116,TuChang
2022/2/6 00:00,24.63157222,121.5985333,Bryopsida,苔綱,Plantae,48372,QingShui
2022/1/15 00:00,24.83964167,121.530825,Drymaria cordata,荷蓮豆草,Plantae,48556,NanShi
2019/3/12 00:00,24.8275,121.5261111,Blumea sinuata,裂葉艾納香,Plantae,1043196,NanShi
2019/3/12 00:00,24.83323333,121.52564,Youngia japonica,黃鵪菜,Plantae,127066,NanShi
2022/2/7 00:00,24.54619002,121.5084001,Rhododendron × pulchrum,錦繡杜鵑,Plantae,343885,TuChang
2022/2/7 00:00,24.54681667,121.508545,Buergeria otai,太田樹蛙,Amphibia,710315,TuChang
2022/2/8 00:00,24.6533,121.4710467,Cycas,蘇鐵屬,Plantae,129782,FanFan
2022/2/8 00:00,24.65203667,121.470925,Fatsia polycarpa,臺灣八角金盤,Plantae,192378,FanFan
2022/2/8 00:00,24.65106667,121.4723883,Anas platyrhynchos,綠頭鴨,Aves,6930,FanFan
2022/2/8 00:00,24.65093833,121.4725583,Cyprinus rubrofuscus,錦鯉,Actinopterygii,187316,FanFan
2022/2/8 00:00,24.65104167,121.4722283,Cygnus atratus,黑天鵝,Aves,6914,FanFan
2022/2/8 00:00,24.65108667,121.472305,Urtica thunbergiana,咬人貓,Plantae,569820,FanFan
2022/2/8 00:00,24.65063667,121.472405,Viola betonicifolia,戟葉堇菜,Plantae,210157,FanFan
2022/2/7 00:00,24.505325,121.5258883,Petasites formosanus,台灣款冬,Plantae,606236,TianGou
2022/2/8 00:00,24.67836167,121.3859467,Curculio, ,Insecta,121294,SanGuang
2019/3/12 00:00,24.83265167,121.5256933,Oxalis debilis,紅花酢漿草 (紫花酢漿草),Plantae,61963,NanShi
2022/2/8 00:00,24.497724,121.5350318,Plantae,植物,Plantae,47126,TianGou
2022/2/8 00:00,24.497724,121.5350318,Magnoliopsida,木蘭綱,Plantae,47124,TianGou
2018/5/15 00:00,24.84722871,121.5511168,Litsea cubeba,木薑子,Plantae,156840,NanShi
2022/2/9 00:00,24.83936026,121.5303963,Dennstaedtia scandens,刺柄碗蕨,Plantae,707062,NanShi
2022/2/9 00:00,24.83945464,121.5308266,Maesa perlaria formosana,臺灣山桂花,Plantae,700177,NanShi
2022/2/9 00:00,24.8393863,121.5309071,Lepisorus fortuni,江南星蕨,Plantae,1406894,NanShi
2022/2/9 00:00,24.83938149,121.5309486,Leptochilus ellipticus,橢圓線蕨,Plantae,1039459,NanShi
2022/2/9 00:00,24.83938716,121.5309754,Ctenitis eatonii,愛德氏肋毛蕨,Plantae,707078,NanShi
2022/2/9 00:00,24.83919535,121.5312289,Cyclea ochiaiana,臺灣土防己,Plantae,736958,NanShi
2022/2/9 00:00,24.83919892,121.5316961,Antrophyum formosanum,臺灣車前蕨,Plantae,707216,NanShi
2022/2/9 00:00,24.83899028,121.531679,Codonacanthus pauciflorus,鐘花草 (鐘刺草),Plantae,569616,NanShi
2022/2/9 00:00,24.83872543,121.5319027,Amischotolype,穿鞘花屬,Plantae,427894,NanShi
2022/2/9 00:00,24.83867953,121.5322069,Ageratum houstonianum,熊耳草,Plantae,120944,NanShi
2022/2/9 00:00,24.83858045,121.532639,Blumea megacephala,大頭艾納香,Plantae,523293,NanShi
2022/2/9 00:00,24.83828192,121.5334269,Reholttumia truncata,稀毛蕨,Plantae,1406286,NanShi
2022/2/9 00:00,24.83821373,121.5336147,Elatostema platyphyllum,闊葉樓梯草,Plantae,603380,NanShi
2022/2/6 00:00,24.4423104,121.3644432,Lophura swinhoii,藍腹鷴,Aves,1094,MeiYou
2022/2/9 00:00,24.83799663,121.5343799,Reholttumia truncata,稀毛蕨,Plantae,1406286,NanShi
2022/2/9 00:00,24.83801493,121.5344741,Procris laevigata,烏來麻,Plantae,923666,NanShi
2022/2/9 00:00,24.83826787,121.5351576,Rubus corchorifolius,變葉懸鉤子,Plantae,603445,NanShi
2022/2/9 00:00,24.83863759,121.535385,Polypodiodes formosana,臺灣水龍骨,Plantae,523962,NanShi
2022/2/9 00:00,24.83896439,121.5358621,Solanum capsicoides,癲茄,Plantae,169055,NanShi
2022/2/9 00:00,24.83902474,121.5360778,Uncaria hirsuta,臺灣鉤藤,Plantae,556431,NanShi
2022/2/9 00:00,24.83946784,121.5366017,Hydrangea chinensis,華八仙(華南分布),Plantae,905567,NanShi
2022/2/9 00:00,24.840595,121.5357514,Casearia glomerata,球花嘉賜木,Plantae,704613,NanShi
2022/2/9 00:00,24.8412561,121.5371787,Ophiorrhiza pumila,白花蛇根草,Plantae,504870,NanShi
2022/2/9 00:00,24.83997363,121.5399492,Sedum actinocarpum,星果佛甲草,Plantae,705275,NanShi
2022/2/9 00:00,24.8453916,121.5436013,Viola diffusa,茶匙黃,Plantae,541671,NanShi
2022/2/9 00:00,24.8401321,121.5399424,Viola nagasawae,台北堇菜,Plantae,604303,NanShi
2022/2/9 00:00,24.84047407,121.5407141,Dioscorea cirrhosa,裡白葉薯榔,Plantae,467955,NanShi
2022/2/9 00:00,24.8404917,121.5407008,Smilax bracteata,假菝葜,Plantae,474165,NanShi
2022/2/9 00:00,24.84076639,121.5408048,Rhamnus formosana,臺灣鼠李,Plantae,712127,NanShi
2022/2/9 00:00,24.84098922,121.5409252,Psychotria asiatica,山大刀,Plantae,427363,NanShi
2022/2/9 00:00,24.84103046,121.5410705,Rubus corchorifolius,變葉懸鉤子,Plantae,603445,NanShi
2022/2/9 00:00,24.84207991,121.5409862,Styrax suberifolius,紅皮,Plantae,632230,NanShi
2022/2/9 00:00,24.84233277,121.5411487,Boehmeria densiflora,密花苧麻,Plantae,545833,NanShi
2022/2/9 00:00,24.84345366,121.5427045,Aralia bipinnata,裡白楤木,Plantae,703927,NanShi
2022/2/9 00:00,24.64428655,121.5983875,Ficus microcarpa,細葉榕,Plantae,54982,QingShui
2022/2/9 00:00,24.6443334,121.598464,Angiospermae,被子植物,Plantae,47125,QingShui
2022/2/9 00:00,24.64422335,121.5977995,Magnoliopsida,木蘭綱,Plantae,47124,QingShui
2022/2/9 00:00,24.6441827,121.5978444,Drynaria coronans,崖薑蕨,Plantae,871544,QingShui
2022/2/9 00:00,24.84360871,121.5427569,Morus indica,小葉桑,Plantae,773801,NanShi
2022/2/9 00:00,24.80875221,121.5293579,Sedum drymarioides,大葉火焰草,Plantae,736470,NanShi
2022/2/9 00:00,24.64400789,121.5980587,Plantae,植物,Plantae,47126,QingShui
2022/2/9 00:00,24.64435793,121.5985432,Magnoliopsida,木蘭綱,Plantae,47124,QingShui
2022/2/9 00:00,24.64417273,121.5976783,Bambusoideae,竹亞科,Plantae,201656,QingShui
2003/12/27 00:00,24.68397704,121.5469716,Hymenophyllum denticulatum,厚壁蕨,Plantae,426909,SongLuo
2003/12/27 00:00,24.75725103,121.5639405,Goodyera hachijoensis,銀線蓮,Plantae,773873,NanShi
2003/12/28 00:00,24.75830458,121.6136935,Deparia boryana,南洋假鱗毛蕨,Plantae,846969,CuKeng
2003/12/28 00:00,24.71703796,121.6511672,Plagiogyria japonica,華東瘤足蕨,Plantae,481635,CuKeng
2003/12/28 00:00,24.77918161,121.6097379,Cephalantheropsis obcordata,綠花肖頭蕊蘭,Plantae,737298,CuKeng
2003/12/28 00:00,24.78067071,121.6076827,Liparis nakaharae,長葉羊耳蒜,Plantae,773912,CuKeng
2003/12/28 00:00,24.78318606,121.60702,Selliguea engleri,恩氏茀蕨,Plantae,153236,CuKeng
2003/12/28 00:00,24.78906397,121.605435,Oreogrammitis congener,大武禾葉蕨,Plantae,502721,CuKeng
2022/2/9 00:00,24.85047546,121.5525301,Diplopoda,倍足綱,Animalia,47735,NanShi
2022/2/9 00:00,24.85051941,121.5522267,Polydesmida,帶馬陸目,Animalia,47734,NanShi
2022/2/9 00:00,24.85053618,121.5523953,Noctuoidea,夜蛾總科,Insecta,47607,NanShi
2022/2/9 00:00,24.85083729,121.5526553,Dacrymyces spathularia,桂花耳,Fungi,1426765,NanShi
2022/2/9 00:00,24.85171615,121.5529829,Amata,環鹿子蛾屬,Insecta,57490,NanShi
2022/2/9 00:00,24.85170994,121.5529952,Noctuoidea,夜蛾總科,Insecta,47607,NanShi
2022/2/9 00:00,24.85170306,121.5529762,Chrysaeglia magnifica,閃光苔蛾,Insecta,125972,NanShi
2022/2/9 00:00,24.85191498,121.5527457,Polydesmida,帶馬陸目,Animalia,47734,NanShi
2022/2/9 00:00,24.85225817,121.5526902,Brunia, ,Insecta,125961,NanShi
2022/2/9 00:00,24.85211741,121.5526383,Diptera,雙翅目,Insecta,47822,NanShi
2022/2/9 00:00,24.85270102,121.5523039,Dalpada,岱蝽屬,Insecta,335541,NanShi
2022/2/9 00:00,24.85264912,121.5522288,Brunia antica,安土苔蛾,Insecta,126028,NanShi
2022/2/9 00:00,24.8527955,121.5520463,Erebidae,裳蛾科,Insecta,121850,NanShi
2022/2/9 00:00,24.8537567,121.5489531,Aemene,乾苔蛾屬,Insecta,123999,NanShi
2022/2/9 00:00,24.8524276,121.5503803,Boarmiini,齒紋尺蛾族,Insecta,124062,NanShi
2021/10/16 00:00,24.83904053,121.5563354,Polypodiodes formosana,臺灣水龍骨,Plantae,523962,NanShi
2022/2/9 00:00,24.85308998,121.5518262,Boarmiini,齒紋尺蛾族,Insecta,124062,NanShi
2022/2/9 00:00,24.85337664,121.5515104,Boarmiini,齒紋尺蛾族,Insecta,124062,NanShi
2022/2/9 00:00,24.85339339,121.5514643,Chrysaeglia magnifica,閃光苔蛾,Insecta,125972,NanShi
2022/2/9 00:00,24.85352218,121.5515432,Plecoptera,襀翅目 (石蠅),Insecta,47504,NanShi
2022/2/9 00:00,24.85365569,121.551454,Platygavialidium formosanum,蓬萊脊菱蝗,Insecta,761719,NanShi
2022/2/9 00:00,24.8540139,121.5513814,Oniscidea,潮蟲亞目,Animalia,84718,NanShi
2022/2/9 00:00,24.85399046,121.5512758,Bradybaena similaris,同型巴蝸牛,Mollusca,215409,NanShi
2022/2/9 00:00,24.85429958,121.5512639,Olene dudgeoni,褐斑毒蛾,Insecta,632481,NanShi
2022/2/9 00:00,24.85486651,121.5513673,Spilarctia subcarnea,人紋污燈蛾,Insecta,210123,NanShi
2022/2/9 00:00,24.8598907,121.5496667,Euproctis taiwana,臺灣黃毒蛾,Insecta,423549,NanShi
2022/2/9 00:00,24.85522129,121.5513654,Henosepilachna vigintioctopunctata,茄二十八星瓢蟲,Insecta,354799,NanShi
2022/2/9 00:00,24.85562892,121.5514098,Pterygida ornaticapitata,雅頭翅螋,Insecta,1143703,NanShi
2022/2/9 00:00,24.85547941,121.5515436,Psychidae,簑蛾科 (避債蛾),Insecta,61415,NanShi
2022/2/9 00:00,24.85536699,121.551607,Pterygida ornaticapitata,雅頭翅螋,Insecta,1143703,NanShi
2022/2/9 00:00,24.85559425,121.5515428,Lymantriinae,毒蛾亞科,Insecta,48847,NanShi
2022/2/9 00:00,24.85741044,121.5514329,Sedum actinocarpum,星果佛甲草,Plantae,705275,NanShi
2022/2/10 00:00,24.83366271,121.5257319,Hydrangea chinensis,華八仙(華南分布),Plantae,905567,NanShi
2022/1/26 00:00,24.83960833,121.5317833,Angiospermae,被子植物,Plantae,47125,NanShi
2022/2/10 00:00,24.83289978,121.5254628,Lepidoptera,鱗翅目,Insecta,47157,NanShi
2022/2/10 00:00,24.83235334,121.5258099,Ixeridium laevigatum,刀傷草,Plantae,709092,NanShi
2022/2/10 00:00,24.83226337,121.5261517,Alternanthera bettzickiana,毛蓮子草,Plantae,278802,NanShi
2022/2/10 00:00,24.83188189,121.5269605,Turpinia formosana,山香圓,Plantae,1346229,NanShi
2022/2/10 00:00,24.83160669,121.5271995,Lepidoptera,鱗翅目,Insecta,47157,NanShi
2022/2/10 00:00,24.83151012,121.5272207,Asota plana,長斑擬燈蛾,Insecta,202258,NanShi
2022/2/10 00:00,24.83113427,121.5274049,Aralia bipinnata,裡白楤木,Plantae,703927,NanShi
2022/2/10 00:00,24.83004658,121.5274308,Asota heliconia,圓端擬燈蛾,Insecta,202248,NanShi
2022/2/10 00:00,24.82955822,121.5272571,Rhynchotechum discolor,同蕊草,Plantae,736895,NanShi
2022/2/10 00:00,24.82927275,121.5265692,Lasianthus formosensis,臺灣雞屎樹,Plantae,631917,NanShi
2022/2/10 00:00,24.82920297,121.5265653,Procris laevigata,烏來麻,Plantae,923666,NanShi
2022/2/10 00:00,24.82820526,121.5257636,Erebidae,裳蛾科,Insecta,121850,NanShi
2022/2/10 00:00,24.82813993,121.5257196,Archips,黃捲蛾屬,Insecta,127662,NanShi
2022/2/10 00:00,24.8280433,121.5258301,Boarmiini,齒紋尺蛾族,Insecta,124062,NanShi
2022/2/10 00:00,24.82795382,121.5257918,Geometridae,尺蛾科,Insecta,49530,NanShi
2022/2/10 00:00,24.82785323,121.5257801,Cyana,雪苔蛾屬,Insecta,125233,NanShi
2022/2/10 00:00,24.82767722,121.5260813,Emilia praetermissa,粉黃纓絨花,Plantae,704278,NanShi
2022/2/10 00:00,24.8275898,121.526383,Geophila,苞花蔓屬,Plantae,273141,NanShi
2022/2/10 00:00,24.82819617,121.5267793,Psychotria asiatica,山大刀,Plantae,427363,NanShi
2022/2/10 00:00,24.82839021,121.5269635,Castanopsis carlesii,長尾栲,Plantae,556549,NanShi
2022/2/10 00:00,24.82823934,121.5270998,Castanopsis uraiana,烏來栲,Plantae,909863,NanShi
2022/2/10 00:00,24.8281494,121.5273631,Heptapleurum heptaphyllum,江某,Plantae,1263715,NanShi
2022/2/10 00:00,24.82827638,121.5274128,Aidia cochinchinensis,茜草樹,Plantae,427860,NanShi
2022/2/10 00:00,24.82837035,121.5282109,Diospyros eriantha,軟毛柿,Plantae,596515,NanShi
2022/2/10 00:00,24.8284984,121.5284222,Phanera championii,菊花木,Plantae,1157045,NanShi
2022/2/10 00:00,24.82850219,121.5284115,Ficus nervosa,九丁榕,Plantae,525099,NanShi
2022/2/10 00:00,24.830327,121.5257599,Phanera championii,菊花木,Plantae,1157045,NanShi
2022/2/10 00:00,24.82854201,121.5280641,Vitex quinata,山埔姜,Plantae,717407,NanShi
2022/2/10 00:00,24.82864435,121.5283013,Maesa perlaria formosana,臺灣山桂花,Plantae,700177,NanShi
2022/2/10 00:00,24.8355376,121.5236504,Magnolia compressa formosana,烏心石,Plantae,1070819,NanShi
2022/2/10 00:00,24.82953139,121.5296899,Calanthe lyroglossa,連翹根節蘭,Plantae,709677,NanShi
2022/2/10 00:00,24.83003315,121.5297733,Pyrrhobryum,燄苔屬,Plantae,156400,NanShi
2022/2/10 00:00,24.83038769,121.5294383,Arthropteris palisotii,藤蕨,Plantae,736268,NanShi
2022/2/10 00:00,24.8326469,121.5290929,Drynaria coronans,崖薑蕨,Plantae,871544,NanShi
2022/2/10 00:00,24.83260704,121.5290049,Calamus formosanus,黃藤,Plantae,364884,NanShi
2022/2/10 00:00,24.83295266,121.5286408,Uncaria hirsuta,臺灣鉤藤,Plantae,556431,NanShi
2022/2/10 00:00,24.83289579,121.5285734,Aeschynanthus acuminatus,長果藤,Plantae,183254,NanShi
2022/2/10 00:00,24.83332997,121.5276226,Rubus cardotii,梣葉懸鉤子,Plantae,787325,NanShi
2022/2/10 00:00,24.8337546,121.526799,Tracheophyta,維管束植物門,Plantae,211194,NanShi
2022/2/10 00:00,24.8353522,121.5250577,Phanera championii,菊花木,Plantae,1157045,NanShi
2022/2/10 00:00,24.83331156,121.5284037,Ophioderma pendulum,帶狀瓶爾小草,Plantae,965903,NanShi
2022/2/10 00:00,24.8335066,121.5259119,Geometridae,尺蛾科,Insecta,49530,NanShi
2022/1/15 00:00,24.8394771,121.5301778,Vespa velutina,黃腳胡蜂,Insecta,119019,NanShi
2022/1/15 00:00,24.8394575,121.5302254,Lemmaphyllum microphyllum,伏石蕨,Plantae,423765,NanShi
2022/1/15 00:00,24.8394614,121.5310283,Lepidoptera,鱗翅目,Insecta,47157,NanShi
2022/1/15 00:00,24.8394647,121.5310178,Opiliones,盲蛛目,Arachnida,47367,NanShi
2022/1/15 00:00,24.839297,121.5313766,Asota plana,長斑擬燈蛾,Insecta,202258,NanShi
2022/1/15 00:00,24.8392732,121.5314367,Opiliones,盲蛛目,Arachnida,47367,NanShi
2022/1/15 00:00,24.8392081,121.5315096,Papirioides jacobsoni,偽圓跳蟲,Animalia,886975,NanShi
2022/1/15 00:00,24.8392847,121.531583,Ophioderma pendulum,帶狀瓶爾小草,Plantae,965903,NanShi
2022/1/15 00:00,24.8392259,121.5317224,Orthotylini, ,Insecta,471019,NanShi
2022/1/15 00:00,24.83922274,121.531602,Euhemicera,擬迴木蟲屬,Insecta,569568,NanShi
2022/1/15 00:00,24.8389773,121.5318605,Codonacanthus pauciflorus,鐘花草 (鐘刺草),Plantae,569616,NanShi
2022/1/15 00:00,24.8390485,121.5318857,Epilachna crassimala,杜虹十星瓢蟲,Insecta,805012,NanShi
2022/1/15 00:00,24.8389464,121.5320051,Melanitis phedima polishana,黑樹蔭蝶,Insecta,415623,NanShi
2022/1/15 00:00,24.8387894,121.5321532,Dennstaedtia scandens,刺柄碗蕨,Plantae,707062,NanShi
2022/1/15 00:00,24.8387898,121.5322366,Ophioderma pendulum,帶狀瓶爾小草,Plantae,965903,NanShi
2022/1/15 00:00,24.8387304,121.5322592,Urceola rosea,酸藤 (酸葉膠藤),Plantae,556427,NanShi
2022/1/15 00:00,24.8387305,121.5322591,Leucauge,銀腹蛛屬,Arachnida,53466,NanShi
2022/1/15 00:00,24.8386402,121.5325131,Rhynchotechum discolor,同蕊草,Plantae,736895,NanShi
2022/1/15 00:00,24.8385512,121.5325486,Blumea megacephala,大頭艾納香,Plantae,523293,NanShi
2022/1/15 00:00,24.838519,121.5327823,Gerris gracilicornis,褐斜斑黽椿,Insecta,470400,NanShi
2022/1/15 00:00,24.8383795,121.5329515,Titanotrichum oldhamii,俄氏草,Plantae,544510,NanShi
2022/1/15 00:00,24.8384334,121.533173,Zingiber kawagoii,三奈,Plantae,705596,NanShi
2022/1/15 00:00,24.8383756,121.5332104,Lemmaphyllum microphyllum,伏石蕨,Plantae,423765,NanShi
2022/1/15 00:00,24.8382676,121.5333586,Amischotolype,穿鞘花屬,Plantae,427894,NanShi
2022/1/15 00:00,24.8381675,121.5336252,Antrophyum formosanum,臺灣車前蕨,Plantae,707216,NanShi
2022/1/15 00:00,24.8380893,121.5338358,Potentilla hebiichigo,台灣蛇莓,Plantae,460193,NanShi
2022/1/15 00:00,24.8380795,121.533929,Trentepohlia aurea,菫青藻,Plantae,68608,NanShi
2022/1/15 00:00,24.8380775,121.5339313,Solanum capsicoides,癲茄,Plantae,169055,NanShi
2022/1/15 00:00,24.8379994,121.5341591,Uncaria hirsuta,臺灣鉤藤,Plantae,556431,NanShi
2022/1/15 00:00,24.8379844,121.534215,Heterostemma brownii,布朗藤,Plantae,701807,NanShi
2022/1/15 00:00,24.8380062,121.534276,Hemiboea bicornuta,角桐草,Plantae,568970,NanShi
2022/1/15 00:00,24.8379292,121.534347,Hypnales,灰苔目,Plantae,67858,NanShi
2022/1/15 00:00,24.8379571,121.5343449,Plagiomnium,走燈苔屬,Plantae,122672,NanShi
2022/1/15 00:00,24.84615296,121.5578652,Liparis elliptica,扁球羊耳蒜,Plantae,773907,NanShi
2022/1/15 00:00,24.8380202,121.5344411,Amischotolype,穿鞘花屬,Plantae,427894,NanShi
2022/1/15 00:00,24.8379388,121.5343877,Procris laevigata,烏來麻,Plantae,923666,NanShi
2022/1/15 00:00,24.8380266,121.534438,Rhynchotechum discolor,同蕊草,Plantae,736895,NanShi
2022/1/15 00:00,24.8380572,121.5347264,Blumea megacephala,大頭艾納香,Plantae,523293,NanShi
2022/1/15 00:00,24.8380882,121.5347556,Ficus nervosa,九丁榕,Plantae,525099,NanShi
2022/1/15 00:00,24.8382817,121.5349226,Crepidomanes minutum,團扇蕨,Plantae,340696,NanShi
2022/1/15 00:00,24.8383026,121.5350472,Sedum actinocarpum,星果佛甲草,Plantae,705275,NanShi
2022/1/15 00:00,24.8399259,121.5399745,Viola nagasawae,台北堇菜,Plantae,604303,NanShi
2022/1/15 00:00,24.8401359,121.5399451,Rubus corchorifolius,變葉懸鉤子,Plantae,603445,NanShi
2022/1/15 00:00,24.8407267,121.5404679,Crepidomanes minutum,團扇蕨,Plantae,340696,NanShi
2022/1/15 00:00,24.8403776,121.5400509,Erycibe henryi,亨利氏伊立基藤,Plantae,736455,NanShi
2022/2/10 00:00,24.445451,121.3684063,Thrixspermum laurisilvaticum,黃蛾蘭,Plantae,773996,MeiYou
2022/2/8 00:00,24.46827129,121.3838672,Zeuxine integrilabella,全唇線柱蘭,Plantae,774012,FuBuEr
2022/2/8 00:00,24.58955399,121.3872993,Pholidota cantonensis,烏來石山桃,Plantae,773963,SanGuang
2022/2/8 00:00,24.49110387,121.3860303,Goodyera schlechtendaliana,斑葉蘭,Plantae,471198,BaoYan
2022/2/8 00:00,24.59755222,121.3973463,Cheirostylis liukiuensis,琉球指柱蘭,Plantae,737303,SanGuang
2021/3/9 00:00,24.835785,121.5633967,Tetrastigma obtectum glabrum,臺灣崖爬藤,Plantae,569460,NanShi
2022/1/21 00:00,24.6459055,121.462183,Phoenicurus fuliginosus,鉛色水鶇,Aves,145068,SanGuang
2019/3/12 00:00,24.86578995,121.5511149,Momordica cochinchinensis,木虌子,Plantae,431329,NanShi
2019/11/29 00:00,24.7762825,121.5038308,Toxicodendron succedaneum,木蠟樹,Plantae,362794,NanShi
2022/2/13 00:00,24.83018735,121.5274827,Mazus fauriei,佛氏通泉草,Plantae,607647,NanShi
2022/2/13 00:00,24.83020322,121.5275397,Potentilla hebiichigo,台灣蛇莓,Plantae,460193,NanShi
2022/2/13 00:00,24.82797672,121.5257721,Acacia confusa,台灣相思,Plantae,47444,NanShi
2019/11/29 00:00,24.77748056,121.5026078,Acer serrulatum,青楓,Plantae,704074,NanShi
2022/2/13 00:00,24.83978611,121.5388,Hydrangea chinensis,華八仙(華南分布),Plantae,905567,NanShi
2021/4/2 00:00,24.67438293,121.3925951,Bungarus multicinctus,雨傘節,Reptilia,30442,SanGuang
2018/1/16 00:00,24.84834642,121.5586172,Litsea cubeba,木薑子,Plantae,156840,NanShi
2022/2/5 00:00,24.85069319,121.4974173,Zhangixalus prasinatus,翡翠樹蛙,Amphibia,923298,NanShi
2022/2/5 00:00,24.83499055,121.5622374,Zhangixalus taipeianus,臺北樹蛙,Amphibia,923300,NanShi
,24.8668347,121.5497799,Lycodon rufozonatus,紅斑蛇,Reptilia,539936,NanShi
,24.49772966,121.5350318,Zhangixalus moltrechti,莫氏樹蛙,Amphibia,923294,TianGou
2022/2/12 00:00,24.75493356,121.6333703,Spilornis cheela,大冠鷲,Aves,5158,CuKeng
2022/2/12 00:00,24.75144558,121.6346792,Ageratum houstonianum,熊耳草,Plantae,120944,CuKeng
2022/2/12 00:00,24.75144558,121.6346792,Plantae,植物,Plantae,47126,CuKeng
2022/2/12 00:00,24.75144558,121.6346792,Eristalinus,斑眼食蚜蠅屬,Insecta,145541,CuKeng
2022/2/12 00:00,24.75144558,121.6346792,Depressariidae,扁腹蛾科,Insecta,423543,CuKeng
2022/2/12 00:00,24.75144558,121.6346792,Plantae,植物,Plantae,47126,CuKeng
2022/2/12 00:00,24.75144558,121.6346792,Choreutidae,偽捲蛾科,Insecta,67432,CuKeng
2022/2/12 00:00,24.75144558,121.6346792,Eristalinus,斑眼食蚜蠅屬,Insecta,145541,CuKeng
2022/2/12 00:00,24.75358904,121.634057,Eristalinus,斑眼食蚜蠅屬,Insecta,145541,CuKeng
2022/2/12 00:00,24.75358904,121.634057,Solanum pseudocapsicum,瑪瑙珠 珊瑚豆 玉珊瑚,Plantae,169078,CuKeng
2022/2/12 00:00,24.75358904,121.634057,Choreutidae,偽捲蛾科,Insecta,67432,CuKeng
2022/2/12 00:00,24.75358904,121.634057,Nematocera,長角亞目,Insecta,154259,CuKeng
2022/2/12 00:00,24.75358904,121.634057,Motacilla tschutschensis,東方黃鶺鴒,Aves,145207,CuKeng
2022/2/12 00:00,24.7536865,121.6355375,Motacilla cinerea,灰鶺鴒,Aves,13688,CuKeng
2022/2/12 00:00,24.75341369,121.6342072,Pieris rapae,菜粉蝶,Insecta,55626,CuKeng
2022/2/12 00:00,24.75341369,121.6342072,Apis cerana,東方蜜蜂,Insecta,338194,CuKeng
2022/2/12 00:00,24.75341369,121.6342072,Apis cerana,東方蜜蜂,Insecta,338194,CuKeng
2022/2/12 00:00,24.75341369,121.6342072,Ranunculus,毛茛屬,Plantae,48230,CuKeng
2022/2/12 00:00,24.75341369,121.6342072,Xylocopa tranquebarorum,銅翼眥木蜂,Insecta,502613,CuKeng
2022/2/12 00:00,24.75341369,121.6342072,Oxalis debilis,紅花酢漿草 (紫花酢漿草),Plantae,61963,CuKeng
2022/2/12 00:00,24.75341369,121.6342072,Sus scrofa,野豬,Mammalia,42134,CuKeng
2022/2/12 00:00,24.75341369,121.6342072,Motacilla cinerea,灰鶺鴒,Aves,13688,CuKeng
2022/2/12 00:00,24.75341369,121.6342072,Rhododendron × pulchrum,錦繡杜鵑,Plantae,343885,CuKeng
